l,t
256000,2548.0223441123962
257000,2555.2660694122314
258000,2563.0353531837463
259000,2582.0654957294464
260000,2589.7919907569885
261000,2596.979291677475
262000,2604.257048368454
263000,2624.7252600193024
264000,2631.5524134635925
265000,2638.515190601349
266000,2645.374307870865
267000,2665.810122013092
268000,2673.2653753757477
269000,2679.7802262306213
270000,2685.9583761692047
271000,2704.8810160160065
272000,2711.2964675426483
273000,2718.527487039566
274000,2725.5521812438965
275000,2746.307734489441
276000,2753.7925040721893
277000,2761.2242197990417
278000,2768.95174574852
279000,2789.088079214096
280000,2795.708316087723
281000,2803.080785036087
282000,2810.5448684692383
283000,2830.6778650283813
284000,2836.951746702194
285000,2843.304083585739
286000,2849.72318649292
287000,2868.6999838352203
288000,2876.2132472991943
289000,2882.678610563278
290000,2889.0151238441467
291000,2906.867482662201
292000,2913.0326120853424
293000,2919.110813140869
294000,2925.254207134247
295000,2943.5532162189484
296000,2950.637964248657
297000,2957.326053380966
298000,2964.372396469116
299000,2971.4932358264923
300000,2992.2318046092987
301000,2999.905331850052
302000,3007.628982782364
303000,3014.6332833766937
304000,3034.613297224045
305000,3041.4406628608704
306000,3048.186423778534
307000,3055.129749059677
308000,3074.1909322738647
309000,3080.955512046814
310000,3088.0662207603455
311000,3095.574461221695
312000,3114.93709731102
313000,3122.809818983078
314000,3130.1965708732605
315000,3137.8013632297516
316000,3157.496322631836
317000,3164.406394481659
318000,3171.528976917267
319000,3178.7765073776245
320000,3196.7767176628113
321000,3204.241842985153
322000,3211.0325829982758
323000,3218.340849161148
324000,3237.6294374465942
325000,3244.484430551529
326000,3251.5079429149628
327000,3258.725196838379
328000,3279.3540036678314
329000,3285.926899433136
330000,3292.2156908512115
331000,3299.567422389984
332000,3319.8225877285004
333000,3327.0484914779663
334000,3333.9595992565155
335000,3340.462403535843
336000,3361.742968559265
337000,3372.4817764759064
338000,3380.9255499839783
339000,3391.5423781871796
340000,3415.586941242218
341000,3423.4609563350677
342000,3431.1690814495087
343000,3438.2623200416565
344000,3445.0681800842285
345000,3464.558268547058
346000,3471.7264215946198
347000,3478.7282235622406
348000,3486.083936691284
349000,3506.5228390693665
350000,3513.6695251464844
351000,3520.8807170391083
352000,3528.0980081558228
353000,3548.4913544654846
354000,3555.3435769081116
355000,3562.1559805870056
356000,3569.6548833847046
357000,3587.83078455925
358000,3595.084330558777
359000,3602.392115831375
360000,3609.201783657074
361000,3627.227293729782
362000,3633.4534690380096
363000,3639.7951650619507
364000,3645.882535457611
365000,3664.856350183487
366000,3672.3300082683563
367000,3681.85449552536
368000,3688.668962955475
369000,3710.200421333313
370000,3716.8569350242615
371000,3723.349823951721
372000,3729.796996831894
373000,3749.5117552280426
374000,3756.4778327941895
375000,3763.082865715027
376000,3769.618478536606
377000,3788.4972598552704
378000,3794.9293973445892
379000,3801.379283428192
380000,3807.80060172081
381000,3826.487743139267
382000,3833.193273305893
383000,3839.6199135780334
384000,3846.0795710086823
385000,3852.855227947235
386000,3872.9154839515686
387000,3883.294820547104
388000,3892.0091183185577
389000,3898.951301574707
390000,3919.4621188640594
391000,3926.603481054306
392000,3934.06085062027
393000,3941.359269618988
394000,3961.614189147949
395000,3968.9508049488068
396000,3976.338855981827
397000,3982.3663499355316
398000,4000.71768951416
399000,4007.4180595874786
400000,4013.567329645157
401000,4020.237413406372
402000,4040.9340693950653
403000,4048.603586435318
404000,4055.916708469391
405000,4062.81595826149
406000,4082.581063270569
407000,4089.6311979293823
408000,4097.698642253876
409000,4104.965752840042
410000,4128.649263381958
411000,4134.810657262802
412000,4141.958048820496
413000,4149.112540721893
414000,4168.082768201828
415000,4174.1889526844025
416000,4180.43755197525
417000,4187.4644656181335
418000,4208.304584264755
419000,4216.142952680588
420000,4223.184836149216
421000,4230.210076570511
422000,4249.87212395668
423000,4256.861610412598
424000,4263.9341740608215
425000,4270.7139003276825
426000,4289.384457826614
427000,4296.575064659119
428000,4303.65572142601
429000,4310.9934425354
430000,4318.162518501282
431000,4339.510133266449
432000,4346.70467209816
433000,4353.707129001617
434000,4360.8946850299835
435000,4382.270637750626
436000,4389.600621461868
437000,4396.589074611664
438000,4404.029693603516
439000,4425.197609901428
440000,4432.463126420975
441000,4439.988734960556
442000,4446.339868545532
443000,4464.238418340683
444000,4470.318108558655
445000,4476.401713609695
446000,4482.5330493450165
447000,4500.377369403839
448000,4506.533992052078
449000,4512.55664563179
450000,4518.658262968063
451000,4536.549199342728
452000,4542.760005712509
453000,4548.92484998703
454000,4555.002622127533
455000,4572.71816945076
456000,4579.023887872696
457000,4585.08491396904
458000,4591.2552790641785
459000,4608.850597381592
460000,4614.969356536865
461000,4621.234284877777
462000,4627.3547241687775
463000,4645.246928691864
464000,4651.333258867264
465000,4657.55567407608
466000,4663.6520965099335
467000,4681.474452018738
468000,4687.502088069916
469000,4693.647146224976
470000,4699.859075546265
471000,4705.931366443634
472000,4724.461976528168
473000,4731.274505138397
474000,4738.211260318756
475000,4744.262689113617
476000,4763.978297472
477000,4771.720693349838
478000,4778.883678436279
479000,4787.157270908356
480000,4810.587273836136
481000,4818.813414573669
482000,4826.343729019165
483000,4834.689425706863
484000,4855.133837938309
485000,4862.455616474152
486000,4869.447078943253
487000,4876.169357538223
488000,4895.356847047806
489000,4901.631432056427
490000,4907.932541131973
491000,4914.5696539878845
492000,4933.698270082474
493000,4941.245405197144
494000,4950.370532751083
495000,4959.604614019394
496000,4982.7324204444885
497000,4990.591184139252
498000,4999.69309425354
499000,5007.99161696434
500000,5028.473375797272
501000,5035.670124769211
502000,5042.813667297363
503000,5050.788053750992
504000,5072.438738584518
505000,5080.453389406204
506000,5088.459097146988
507000,5096.690563440323
508000,5118.274080038071
509000,5126.311945915222
510000,5134.256430864334
511000,5142.177452087402
512000,5150.397552251816
513000,5172.251493215561
514000,5180.2572729587555
515000,5188.407126665115
516000,5199.68772315979
517000,5224.300494432449
518000,5232.913261651993
519000,5242.1631491184235
520000,5251.084520339966
521000,5276.3875324726105
522000,5285.45165514946
523000,5293.701752662659
524000,5301.685908079147
525000,5325.6703016757965
526000,5335.257151842117
527000,5343.653772830963
528000,5352.116917133331
529000,5374.703019142151
530000,5383.732178211212
531000,5392.55074763298
532000,5401.293130636215
533000,5424.042458534241
534000,5432.547065734863
535000,5441.214893102646
536000,5449.736172914505
537000,5475.022075176239
538000,5483.217701673508
539000,5491.932907581329
540000,5500.558673381805
541000,5523.4380469322205
542000,5531.787071228027
543000,5540.3943684101105
544000,5549.581775903702
545000,5573.831147670746
546000,5582.866003513336
547000,5591.098919630051
548000,5600.360069036484
549000,5625.762144088745
550000,5635.0110540390015
551000,5644.691078901291
552000,5653.785393953323
553000,5676.832163572311
554000,5685.295892000198
555000,5693.90026473999
556000,5702.431134462357
557000,5710.457756757736
558000,5732.6945633888245
559000,5740.673604249954
560000,5750.201944828033
561000,5759.086053848267
562000,5781.577558517456
563000,5790.886209726334
564000,5800.8044090271
565000,5809.424907922745
566000,5833.040945291519
567000,5842.289098978043
568000,5851.318130493164
569000,5859.743677616119
570000,5883.434643507004
571000,5891.825896263123
572000,5900.577605009079
573000,5909.277631998062
574000,5932.199144363403
575000,5940.604486942291
576000,5948.638286590576
577000,5957.415380716324
578000,5980.888839960098
579000,5989.5856194496155
580000,5997.496874332428
581000,6004.928274393082
582000,6029.0453515052795
583000,6039.8893139362335
584000,6050.531988143921
585000,6061.005705356598
586000,6092.894072294235
587000,6105.225799560547
588000,6116.670100450516
589000,6126.302533864975
590000,6150.486648321152
591000,6158.828486919403
592000,6167.55783033371
593000,6176.51789188385
594000,6199.4720203876495
595000,6207.608247518539
596000,6216.777250766754
597000,6225.831432342529
598000,6235.140675067902
599000,6258.191255092621
600000,6267.043422222137
601000,6275.794785261154
602000,6284.686261415482
603000,6308.160205364227
604000,6317.082880973816
605000,6325.992986679077
606000,6334.04591012001
607000,6355.892246723175
608000,6363.886548757553
609000,6371.843634605408
610000,6380.368767499924
611000,6401.105305433273
612000,6407.654313802719
613000,6413.827251195908
614000,6420.136545658112
615000,6441.134821653366
616000,6452.389032125473
617000,6459.988157272339
618000,6466.612233638763
619000,6487.950516700745
620000,6495.908527851105
621000,6502.903475284576
622000,6509.518706321716
623000,6533.327353954315
624000,6540.418223142624
625000,6547.621258497238
626000,6554.594778299332
627000,6576.468594074249
628000,6584.415465354919
629000,6591.716881990433
630000,6600.0911955833435
631000,6623.111754894257
632000,6631.638194799423
633000,6638.731346845627
634000,6645.981022834778
635000,6666.9439108371735
636000,6674.213544130325
637000,6681.669419050217
638000,6689.424754858017
639000,6711.583042144775
640000,6717.727055311203
641000,6724.906848907471
642000,6732.204236030579
643000,6739.097289323807
644000,6758.837091207504
645000,6765.208507537842
646000,6771.511613845825
647000,6779.008935213089
648000,6798.574558734894
649000,6805.696158647537
650000,6811.962748527527
651000,6818.53134393692
652000,6837.421625852585
653000,6843.690650224686
654000,6849.730084657669
655000,6856.409249544144
656000,6874.671338319778
657000,6880.840217590332
658000,6887.125166416168
659000,6893.391743898392
