l,t
1000,5.658336400985718
2000,11.418144464492798
3000,18.367170810699463
4000,25.575841188430786
5000,42.57068753242493
6000,48.45925688743591
7000,54.47991132736206
8000,60.49012207984924
9000,77.12892198562622
10000,83.26861119270325
11000,89.16235494613647
